id,CUADERNO,FAMILIA,SUBFAMILIA,G?NERO Y AUTOR,G?NERO,SUBG?NERO,ESPECIE,AUTOR,ESPECIE_ACEPTADA,SIN?NIMO,GRUPO,SUBESPECIE,AUTOR_SUBESPECIE,NUM_EJEMPLARES,SEXO,OBRERA,T?GULA_MM,D?A,MES,A?O,LOCALIDAD,PROVINCIA,COLECTOR,DETERMINADOR,comentarios_adicionales,en_qu?_planta,dudas,respuestas,nidos,localidades?,COLECCI?N_DEP?SITO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MAURUSIUM,Bl?thgen 1935,NA,NA,NA,NA,NA,1,h,NA,1.1,7,6,83,Cigales,Valladolid,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MAURUSIUM,Bl?thgen 1935,NA,NA,NA,NA,NA,1,m,NA,NA,28,7,84,Fuentespina?,Burgos,F. Sanza (Univ. Salamanca),Ebmer,"era convexiusculum, se lo qued? pedido por Ebmer para su colecci?n",NA,TACHADO,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MAURUSIUM,Bl?thgen 1935,NA,NA,NA,NA,NA,1,h,NA,NA,4,9,85,Aldeaso?a,Segovia,C. Heras  (Univ. Salamanca),Ebmer,Hembra devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MAURUSIUM,Bl?thgen 1935,NA,NA,NA,NA,NA,1,m,NA,NA,4,9,85,Aldeaso?a,Segovia,C. Heras  (Univ. Salamanca),Ebmer,y retuvo 1 macho m?s,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,h,NA,2,5,4,73,Ba?os de Montemayor,C?ceres,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,m,NA,1,14,4,73,Mora de Luna,Le?n,"E. Asensio,  de To?o",Ebmer,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,h,NA,2,16,7,74,Ponferrada,Le?n,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,h,NA,2,16,7,74,Villafranca del Bierzo,Le?n,E. Asensio,Ebmer,NA,NA,16-19 fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,h,NA,1.8,8,4,83,Cazorla,Ja?n,J. Herrera,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,m,NA,1,15,6,85,Puebla del M.,Badajoz,S. Fdez. Gayubo  (Univ. Salamanca),Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,2,h,NA,1.8,19,5,86,Sierra de Cazorla,Ja?n,J. Herrera,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MEDITERRANEUM,Bl?thgen 1926,NA,NA,NA,NA,NA,1,h,NA,2,9,7,77,Beranga,Cantabria,E. Asensio,Ebmer,"1? laticeps propodeum atipisch, luego conf. Mediterraneum.",NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MESOSCLERUM,"Perez, 1903",NA,NA,NA,NA,NA,1,h,NA,1.5,24,6,73,Villafuerte,Valladolid,"E. Asensio,  de To?o",Ebmer,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MESOSCLERUM,"Perez, 1903",NA,NA,NA,NA,NA,1,h,NA,1.5,18,6,83,Padilla ,Valladolid,E. Asensio,Ebmer,Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MESOSCLERUM,"Perez, 1903",NA,NA,NA,NA,NA,1,h,NA,1.4,29,6,86,Atarfe,Granada,J. Ort?z,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,1,23,6,73,Villab??ez,Valladolid,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,1,10,5,77,"""Los ?lamos""",Valladolid,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,1,29,5,78,"""Finca Zamadue?as""",Valladolid,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,2,h,NA,1,3,5,79,"""Finca Zamadue?as""",Valladolid,E. Asensio,Ebmer,NA,NA,3-11 fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,NA,24,6,80,Aldearrubia,Salamanca,S. Fdez. Gayubo  (Univ. Salamanca),Asensio,y devolv? ,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,4,h,NA,NA,13,7,82,"""Finca Zamadue?as""",Valladolid,E. Asensio,Ebmer,NA,NA,13-17 fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,1,9,3,83,"""Torreblanca"", Torrepacheco",Murcia,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,m,NA,0.4,12,7,84,Olmillos de C.,Zamora,S. Fdez. Gayubo  (Univ. Salamanca),Ebmer,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,3,h,NA,NA,4,7,84,"""Finca Zamadue?as""",Valladolid,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,0.8,2,5,85,Toro,Zamora,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,h,NA,1,10,6,85,Toro,Zamora,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,m,NA,0.5,14,6,85,Reina,Badajoz,S. Fdez. Gayubo  (Univ. Salamanca),Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,m,NA,NA,15,6,85,Puebla del M.,Badajoz,S. Fdez. Gayubo  (Univ. Salamanca),Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,2,h,NA,NA,16,5,86,Fuentidue?a,Segovia,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MINUTISSIMUM,"Kirby, 1802",NA,NA,NA,NA,NA,1,m,NA,NA,1,7,87,Villambroz,Palencia,A. Rueda  (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,h,NA,1,24,7,71,"""en margaritas jardin Berria"", Santo?a",Cantabria,E. Asensio,Ebmer,conf. Ebmer,margaritas,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,h,NA,1,14,8,72,"""faro Berria"", Santo?a",Cantabria,E. Asensio,Ebmer,"conf. Ebmer, hab?a m?s",NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,2,m,NA,0.6,14,8,72,"""faro Berria"", Santo?a",Cantabria,E. Asensio,Ebmer,"conf. Ebmer, hab?a m?s",NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,13,h,NA,NA,9,4,74,"zona Berria y faro, Santo?a",Cantabria,E. Asensio,Asensio,"hab?a m?s, hembra a Michener",Taraxacum,NA,NA,NA,NA,"MICHENER, I.T.A.C. y L., MNCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,h,NA,1,9,4,74,"zona Berria y faro, Santo?a",Cantabria,E. Asensio,Asensio,NA,Taraxacum,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,m,NA,0.9,25,6,78,Santo?a,Cantabria,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,h,NA,NA,16,4,79,"""San Mart?n"", Santo?a",Cantabria,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,m,NA,0.8,12,10,79,"""Buciero"", Santo?a",Cantabria,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,h,NA,1,24,7,83,Santo?a,Cantabria,E. Asensio,Ebmer,ratificado seguro 1986,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,4,h,NA,NA,NA,8,83,Santo?a,Cantabria,E. Asensio,Ebmer,NA,NA,En 1986 revisa 2 y los da dudosos con atrovirens por disco terg. 1 pulido,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,h,NA,1,3,7,84,Alba de los Carda?os,Palencia,E. Asensio,Ebmer,es SMEATHMANELLUM K.,NA,TACHADO,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,4,h,NA,NA,31,3,85,S.Martin de Quevedo,Cantabria,E. Asensio,Asensio,Ebmer revisa 2 en 1986 y los da dudosos con atrovirens por terguito 1 pulidoentre puntos,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,m,NA,0.8,11,8,86,NA,Salamanca,F. Torres (Univ. Salamanca),Ebmer,conf. Ebmer,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,m,NA,0.8,25,8,86,NA,Salamanca,F. Torres (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,MORIO,"Fabricius, 1793",NA,NA,NA,NA,NA,1,m,NA,0.8,27,8,86,NA,Salamanca,F. Torres (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,NIGRIPES,"Lepeletier,1841",NA,NA,NA,NA,NA,2,h,NA,NA,19,8,71,"lindero 16-17, Granja Escuela Jose Antonio",Valladolid,E. Asensio,Ebmer,conf. Ebmer,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,NIGRIPES,"Lepeletier,1841",NA,NA,NA,NA,NA,1,h,NA,1.1,16,7,74,Villafranca del Bierzo,Le?n,E. Asensio,Ebmer,conf. Ebmer,NA,16-19 fecha,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,NIGRIPES,"Lepeletier,1841",NA,NA,NA,NA,NA,1,h,NA,2,21,7,74,Quintanilla de Yuso,Le?n,E. Asensio,Ebmer,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,NIGRIPES,"Lepeletier,1841",NA,NA,NA,NA,NA,1,h,NA,NA,28,4,75,"""Finca Zamadue?as""",Valladolid,E. Asensio,Ebmer,conf. Ebmer,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,A,HALICTIDAE,HALICTINAE,LASIOGLOSSUM Curtiss 1833,LASIOGLOSSUM,Evylaeus,NIGRIPES,"Lepeletier,1841",NA,NA,NA,NA,NA,1,h,NA,NA,27,5,76,El Pinar,Valladolid,E. Asensio,Ebmer,conf. Ebmer,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
